,城市ID,行政归属,城市简称,拼音,lat,lon
1664,WT3JYZUB3PKY,湖北省/武汉市/硚口区,湖北/武汉/硚口,Qiaokou,30.58464713,114.2094536
1665,WT3JYFXEDP1P,湖北省/武汉市/汉阳区,湖北/武汉/汉阳,Hanyang,30.55636479,114.2132678
1666,WT3MC4WT3FKT,湖北省/武汉市/武昌区,湖北/武汉/武昌,Wuchang,30.55663937,114.3107656
1667,WT3Q6F0VYYG8,湖北省/武汉市/青山区,湖北/武汉/青山,Qingshan,30.64189257,114.3799867
1668,WT3M9BFEN0YH,湖北省/武汉市/洪山区,湖北/武汉/洪山,Hongshan,30.50268651,114.3384158
1669,WT3NJN4YMV8N,湖北省/武汉市/东西湖区,湖北/武汉/东西湖,Dongxihu,30.62,114.13
1670,WT3H7VVXDGNX,湖北省/武汉市/汉南区,湖北/武汉/汉南,Hannan,30.31121081,114.0787251
1671,WT3JFYFJ7T4T,湖北省/武汉市/蔡甸区,湖北/武汉/蔡甸,Caidian,30.58,114.03
1672,WT3K9MJ39443,湖北省/武汉市/江夏区,湖北/武汉/江夏,Jiangxia,30.35,114.32
1673,WT3RDE9WY1J4,湖北省/武汉市/黄陂区,湖北/武汉/黄陂,Huangpi,30.87,114.37
1674,WT3XS24F3BU6,湖北省/武汉市/新洲区,湖北/武汉/新洲,Xinzhou,30.85,114.8
1675,WT3GC9DRC209,湖北省/黄石市,湖北/黄石/黄石,Huangshi,30.2,115.03
1676,WT3GFQ2E83RH,湖北省/黄石市/黄石港区,湖北/黄石/黄石港,Huangshigang,30.22537021,115.0605213
1677,WT3GG9EZF2J9,湖北省/黄石市/西塞山区,湖北/黄石/西塞山,Xisaishan,30.2,115.12
1678,WT3G8NNE5PV2,湖北省/黄石市/下陆区,湖北/黄石/下陆,Xialu,30.18,114.97
1679,WT3EY9EXU019,湖北省/黄石市/铁山区,湖北/黄石/铁山,Tieshan,30.2,114.9
1680,WT3CV6N0FE3C,湖北省/黄石市/阳新县,湖北/黄石/阳新,Yangxin,29.85,115.2
1681,WT3G0PW95NTM,湖北省/黄石市/大冶市,湖北/黄石/大冶,Daye,30.1,114.97
1682,WMYC8VK3H18J,湖北省/十堰市,湖北/十堰/十堰,Shiyan,32.6364417,110.7811547
1683,WMYC3Y8SV0MN,湖北省/十堰市/茅箭区,湖北/十堰/茅箭,Maojian,32.6,110.82
1684,WMYC8ZG8115H,湖北省/十堰市/张湾区,湖北/十堰/张湾,Zhangwan,32.65,110.78
1685,WMYFCB88T5T4,湖北省/十堰市/郧阳区,湖北/十堰/郧阳,Yunxian,32.83,110.82
1686,WMYE8XMQUMZE,湖北省/十堰市/郧西县,湖北/十堰/郧西,Yunxi,33,110.42
1687,WMWRK77135MQ,湖北省/十堰市/竹山县,湖北/十堰/竹山,Zhushan,32.23,110.23
1688,WMWPBEXTTK9V,湖北省/十堰市/竹溪县,湖北/十堰/竹溪,Zhuxi,32.32,109.72
1689,WMWWRWPJK123,湖北省/十堰市/房县,湖北/十堰/房县,Fangxian,32.07,110.73
1690,WMZ31TW3KRG1,湖北省/十堰市/丹江口市,湖北/十堰/丹江口,Danjiangkou,32.55,111.52
1691,WMRNSHZ87YY1,湖北省/宜昌市,湖北/宜昌/宜昌,Yichang,30.7,111.28
1692,WMRNSPPT7TUH,湖北省/宜昌市/西陵区,湖北/宜昌/西陵,Xiling,30.71321303,111.2799867
1693,WMRNMGN3GBDB,湖北省/宜昌市/伍家岗区,湖北/宜昌/伍家岗,Wujiagang,30.64666542,111.3551834
1694,WMRNEGFZKJCH,湖北省/宜昌市/点军区,湖北/宜昌/点军,Dianjun,30.69570365,111.2624947
1695,WMRJXW7VJMW8,湖北省/宜昌市/猇亭区,湖北/宜昌/猇亭,Xiaoting,30.53326697,111.428724
1696,WMRPJ1SB0P8P,湖北省/宜昌市/夷陵区,湖北/宜昌/夷陵,Yiling,30.77,111.32
1697,WMX2U0N7ZEBC,湖北省/宜昌市/远安县,湖北/宜昌/远安,Yuanan,31.07,111.63
1698,WMWF25JDYP96,湖北省/宜昌市/兴山县,湖北/宜昌/兴山,Xingshan,31.35,110.75
1699,WMQZMKMJV2TC,湖北省/宜昌市/秭归县,湖北/宜昌/秭归,Zigui,30.83,110.98
1700,WMRJ3FYU9G8T,湖北省/宜昌市/长阳土家族自治县,湖北/宜昌/长阳,Changyang,30.47,111.18
1701,WMQEY3ERVBJ1,湖北省/宜昌市/五峰土家族自治县,湖北/宜昌/五峰,Wufeng,30.2,110.67
1702,WMRKBN5KV4XR,湖北省/宜昌市/宜都市,湖北/宜昌/宜都,Yidu,30.4,111.45
1703,WMRRRDEEWB3J,湖北省/宜昌市/当阳市,湖北/宜昌/当阳,Dangyang,30.82,111.78
1704,WMRMP7S7TG0S,湖北省/宜昌市/枝江市,湖北/宜昌/枝江,Zhijiang,30.43,111.77
1705,WMXY3PVX93RV,湖北省/襄阳市,湖北/襄阳/襄阳,Xiangyang,32.08,112.2
1706,WMXWPE9J39Q2,湖北省/襄阳市/襄城区,湖北/襄阳/襄城,Xiangcheng,32.01232151,112.1279112
1707,WMXWR9FQ1X17,湖北省/襄阳市/樊城区,湖北/襄阳/樊城,Fancheng,32.04681388,112.129621
1708,WMXYBV9K9THS,湖北省/襄阳市/襄州区,湖北/襄阳/襄州,Xiangzhou,32.1550359,112.1831838
1709,WMXSBC25GV7U,湖北省/襄阳市/南漳县,湖北/襄阳/南漳,Nanzhang,31.78,111.83
1710,WMXRSDT43S40,湖北省/襄阳市/谷城县,湖北/襄阳/谷城,Gucheng,32.27,111.65
1711,WMXJ7E9F2YSR,湖北省/襄阳市/保康县,湖北/襄阳/保康,Baokang,31.88,111.25
1712,WMZ2JNEE5T7P,湖北省/襄阳市/老河口市,湖北/襄阳/老河口,Laohekou,32.38,111.67
1713,WT8NV9N4C6JE,湖北省/襄阳市/枣阳市,湖北/襄阳/枣阳,Zaoyang,32.13,112.75
1714,WMXU6Q3YQSD6,湖北省/襄阳市/宜城市,湖北/襄阳/宜城,Yicheng,31.72,112.25
1715,WT3SYNJHF48X,湖北省/鄂州市,湖北/鄂州/鄂州,Ezhou,30.4,114.88
1716,WT3E17UHSWMM,湖北省/鄂州市/梁子湖区,湖北/鄂州/梁子湖,Liangzihu,30.08,114.67
1717,WT3TDX5CTXP7,湖北省/鄂州市/华容区,湖北/鄂州/华容,Huarong,30.5367947,114.7246342
1718,WT3SYQ9ZG5M7,湖北省/鄂州市/鄂城区,湖北/鄂州/鄂城,Echeng,30.40326492,114.8865724
1719,WMXB90VDC7PZ,湖北省/荆门市,湖北/荆门/荆门,Jingmen,31.03,112.2
1720,WMXB9J4RH898,湖北省/荆门市/东宝区,湖北/荆门/东宝,Dongbao,31.05406089,112.1956681
1721,WMXB1PTX96XF,湖北省/荆门市/掇刀区,湖北/荆门/掇刀,Duodao,30.98,112.2
1722,WT2N9UF22NU3,湖北省/荆门市/沙洋县,湖北/荆门/沙洋,Shayang,30.7,112.58
1723,WT813F662JHK,湖北省/荆门市/钟祥市,湖北/荆门/钟祥,Zhongxiang,31.17,112.58
1724,WT82MXHBT507,湖北省/荆门市/京山市,湖北/荆门/京山,Jingshan,31.02,113.1
1725,WT3PBQDH23US,湖北省/孝感市,湖北/孝感/孝感,Xiaogan,30.93,113.92
1726,WT2ZZUXQMFTK,湖北省/孝感市/孝南区,湖北/孝感/孝南,Xiaonan,30.9193609,113.9054739
1727,WT91C2YKMQPR,湖北省/孝感市/孝昌县,湖北/孝感/孝昌,Xiaochang,31.25,113.97
1728,WT95SG5SSDX9,湖北省/孝感市/大悟县,湖北/孝感/大悟,Dawu,31.57,114.12
1729,WT8BKRN0X55E,湖北省/孝感市/云梦县,湖北/孝感/云梦,Yunmeng,31.02,113.75
1730,WT8B0670UF1V,湖北省/孝感市/应城市,湖北/孝感/应城,Yingcheng,30.95,113.57
1731,WT8CFUE0ZYRZ,湖北省/孝感市/安陆市,湖北/孝感/安陆,Anlu,31.27,113.68
1732,WT2YQ78MPNPG,湖北省/孝感市/汉川市,湖北/孝感/汉川,Hanchuan,30.65,113.83
1733,WMRU9C7MH9C3,湖北省/荆州市,湖北/荆州,Jingzhou,30.33,112.23
1734,WMRU6PDDV99V,湖北省/荆州市/沙市区,湖北/荆州/沙市,Shashi,30.32,112.24
1735,WMRU9C7MH9C3,湖北省/荆州市/荆州区,湖北/荆州/荆州,Jingzhou,30.33,112.23
1736,WMRG1F56KW32,湖北省/荆州市/公安县,湖北/荆州/公安,Gongan,30.07,112.23
1737,WT238SSDNDUS,湖北省/荆州市/监利县,湖北/荆州/监利,Jianli,29.82,112.88
1738,WMRFY4V9RVEX,湖北省/荆州市/江陵县,湖北/荆州/江陵,Jiangling,30.03,112.42
1739,WMRCJSPJVCDT,湖北省/荆州市/石首市,湖北/荆州/石首,Shishou,29.73,112.4
1740,WT29T8GV8DEK,湖北省/荆州市/洪湖市,湖北/荆州/洪湖,Honghu,29.8,113.45
1741,WMR7XQH7JZB8,湖北省/荆州市/松滋市,湖北/荆州/松滋,Songzi,30.18,111.77
1742,WT3TJZMB152J,湖北省/黄冈市,湖北/黄冈/黄冈,Huanggang,30.45,114.87
1743,WT3TNHBFY1PX,湖北省/黄冈市/黄州区,湖北/黄冈/黄州,Huangzhou,30.43672753,114.8743447
1744,WT3WMBJB9JB5,湖北省/黄冈市/团风县,湖北/黄冈/团风,Tuanfeng,30.63,114.87
1745,WT99BNREPWDS,湖北省/黄冈市/红安县,湖北/黄冈/红安,Hongan,31.28,114.62
1746,WT6P1GRDQZUE,湖北省/黄冈市/罗田县,湖北/黄冈/罗田,Luotian,30.78,115.4
1747,WT6QBJU7DR7Q,湖北省/黄冈市/英山县,湖北/黄冈/英山,Yingshan,30.75,115.67
1748,WT3VPP301EMT,湖北省/黄冈市/浠水县,湖北/黄冈/浠水,Xishui,30.45,115.27
1749,WT65FXJW9BQQ,湖北省/黄冈市/蕲春县,湖北/黄冈/蕲春,Qichun,30.23,115.43
1750,WT67N5CSSY3M,湖北省/黄冈市/黄梅县,湖北/黄冈/黄梅,Huangmei,30.08,115.93
1751,WT9C3S4K9M28,湖北省/黄冈市/麻城市,湖北/黄冈/麻城,Macheng,31.18,115.03
1752,WT61V6HBY5KC,湖北省/黄冈市/武穴市,湖北/黄冈/武穴,Wuxue,29.85,115.55
1753,WT33C6J2C563,湖北省/咸宁市,湖北/咸宁/咸宁,Xianning,29.85,114.32
1754,WT33BG1B7CC8,湖北省/咸宁市/咸安区,湖北/咸宁/咸安,Xianan,29.85539898,114.293338
1755,WT2FXCEQNM5D,湖北省/咸宁市/嘉鱼县,湖北/咸宁/嘉鱼,Jiayu,29.98,113.9
1756,WT0YQHC1W5PQ,湖北省/咸宁市/通城县,湖北/咸宁/通城,Tongcheng,29.25,113.82
1757,WT304G6J5X68,湖北省/咸宁市/崇阳县,湖北/咸宁/崇阳,Chongyang,29.55,114.03
1758,WT32MUWBMRVJ,湖北省/咸宁市/通山县,湖北/咸宁/通山,Tongshan,29.6,114.52
1759,WT2CP6KGS3D9,湖北省/咸宁市/赤壁市,湖北/咸宁/赤壁,Chibi,29.72,113.88
1760,WT8S7Y3W2KX4,湖北省/随州市,湖北/随州/随州,Suizhou,31.72,113.37
1761,WT8S7WJG9YYR,湖北省/随州市/曾都区,湖北/随州/曾都,Zengdou,31.71816765,113.3649137
1762,WT8T4P1VBGB4,湖北省/随州市/随县,湖北/随州/随县,Suixian,31.85586603,113.2934512
1763,WT8GYH1PY5PR,湖北省/随州市/广水市,湖北/随州/广水,Guangshui,31.62,113.82
1764,WMMU75CW7CKH,湖北省/恩施土家族苗族自治州,湖北/恩施,Enshi,30.3,109.47
1765,WMMU75CW7CKH,湖北省/恩施土家族苗族自治州/恩施市,湖北/恩施/恩施,Enshi,30.3,109.47
1766,WMMKQGBQKCRH,湖北省/恩施土家族苗族自治州/利川市,湖北/恩施/利川,Lichuan,30.3,108.93
1767,WMQN0FWCYM6Q,湖北省/恩施土家族苗族自治州/建始县,湖北/恩施/建始,Jianshi,30.6,109.73
1768,WMW2WS7Z77D8,湖北省/恩施土家族苗族自治州/巴东县,湖北/恩施/巴东,Badong,31.05,110.33
1769,WMMFE38YHVHF,湖北省/恩施土家族苗族自治州/宣恩县,湖北/恩施/宣恩,Xuanen,29.98,109.48
1770,WMM8GG0DE34B,湖北省/恩施土家族苗族自治州/咸丰县,湖北/恩施/咸丰,Xianfeng,29.68,109.15
1771,WMJZCMYWKYB7,湖北省/恩施土家族苗族自治州/来凤县,湖北/恩施/来凤,Laifeng,29.52,109.4
1772,WMQ4PG1KHGFX,湖北省/恩施土家族苗族自治州/鹤峰县,湖北/恩施/鹤峰,Hefeng,29.9,110.03
1773,WT2SV8EY0D76,湖北省/仙桃市,湖北/仙桃/仙桃,Xiantao,30.37,113.45
1774,WT2M09U9QEH8,湖北省/潜江市,湖北/潜江/潜江,Qianjiang,30.42,112.88
1775,WT2QRPRCSNKH,湖北省/天门市,湖北/天门/天门,Tianmen,30.67,113.17
1776,WMW7Q9T3W529,湖北省/神农架林区,湖北/神农架/神农架,Shennongjia,31.517304,110.332175
1777,WT029G15ETRJ,湖南省/长沙市,湖南/长沙/长沙,Changsha,28.23,112.93
1778,WT027GXDDZVH,湖南省/长沙市/芙蓉区,湖南/长沙/芙蓉,Furong,28.18864279,113.0267822
1779,WSBRGN2DUPB7,湖南省/长沙市/天心区,湖南/长沙/天心,Tianxin,28.11590127,112.9842574
1780,WT029SWNTQ9M,湖南省/长沙市/岳麓区,湖南/长沙/岳麓,Yuelu,28.2387615,112.9259474
1781,WT02FBTQR9TC,湖南省/长沙市/开福区,湖南/长沙/开福,Kaifu,28.26066367,112.9799515
1782,WT02H4GSFM21,湖南省/长沙市/雨花区,湖南/长沙/雨花,Yuhua,28.14094996,113.0322468
1783,WT01RK950X33,湖南省/长沙市/望城区,湖南/长沙/望城,Wangcheng,28.37,112.82
1784,WT02TNDSJP30,湖南省/长沙市/长沙县,湖南/长沙/长沙县,Changshaxian,28.24932185,113.0749383
1785,WT0B1SWCDUM4,湖南省/长沙市/浏阳市,湖南/长沙/浏阳,Liuyang,28.15,113.63
1786,WT009NU2JJDW,湖南省/长沙市/宁乡市,湖南/长沙/宁乡,Ningxiang,28.25,112.55
1787,WSBQQ66C8040,湖南省/株洲市,湖南/株洲/株洲,Zhuzhou,27.83,113.13
1788,WSBQRPW5R0E0,湖南省/株洲市/荷塘区,湖南/株洲/荷塘,Hetang,27.85914215,113.167724
1789,WSBQNDXN4W0R,湖南省/株洲市/芦淞区,湖南/株洲/芦淞,Lusong,27.78823379,113.1469277
1790,WSBQTGJS3ZM1,湖南省/株洲市/石峰区,湖南/株洲/石峰,Shifeng,27.87857633,113.1118833
1791,WSBQM479QTF1,湖南省/株洲市/天元区,湖南/株洲/天元,Tianyuan,27.82998806,113.0763774
1792,WSBMWDBCBUTQ,湖南省/株洲市/渌口区,湖南/株洲/渌口,Lukou,27.70097863,113.1382764
1793,WSB9DGHQKKUC,湖南省/株洲市/攸县,湖南/株洲/攸县,Youxian,27,113.33
1794,WSB8RQY12DPE,湖南省/株洲市/茶陵县,湖南/株洲/茶陵,Chaling,26.8,113.53
1795,WS8YSUSC1JU8,湖南省/株洲市/炎陵县,湖南/株洲/炎陵,Yanling,26.48,113.77
1796,WSBTQM1T7TUG,湖南省/株洲市/醴陵市,湖南/株洲/醴陵,Liling,27.67,113.48
1797,WSBQ3F31E8P0,湖南省/湘潭市,湖南/湘潭,Xiangtan,27.83,112.93
1798,WSBQ3PSWU03K,湖南省/湘潭市/雨湖区,湖南/湘潭/雨湖,Yuhu,27.85974227,112.901861
1799,WSBQDD9F5K58,湖南省/湘潭市/岳塘区,湖南/湘潭/岳塘,Yuetang,27.87542592,112.9639732
1800,WSBQ3F31E8P0,湖南省/湘潭市/湘潭县,湖南/湘潭/湘潭,Xiangtan,27.83,112.93
1801,WSBJB8JFGN9T,湖南省/湘潭市/湘乡市,湖南/湘潭/湘乡,Xiangxiang,27.73,112.53
1802,WSBNBKW84135,湖南省/湘潭市/韶山市,湖南/湘潭/韶山,Shaoshan,27.93,112.52
1803,WSB118FZZ57Y,湖南省/衡阳市,湖南/衡阳/衡阳,Hengyang,26.9,112.57
1804,WSB148ETSU8F,湖南省/衡阳市/珠晖区,湖南/衡阳/珠晖,Zhuhui,26.8982466,112.6148748
1805,WSB0FX94CB94,湖南省/衡阳市/雁峰区,湖南/衡阳/雁峰,Yanfeng,26.89225989,112.6113131
1806,WSB161E8EB7F,湖南省/衡阳市/石鼓区,湖南/衡阳/石鼓,Shigu,26.94680396,112.5928633
1807,WSB117TP0EC6,湖南省/衡阳市/蒸湘区,湖南/衡阳/蒸湘,Zhengxiang,26.91497945,112.5618213
1808,WSB5J0XQZ2HM,湖南省/衡阳市/南岳区,湖南/衡阳/南岳,Nanyue,27.25,112.73
1809,WKZCMJ9RDU2U,湖南省/衡阳市/衡阳县,湖南/衡阳/衡阳县,Hengyangxian,26.97,112.37
1810,WSB05F5C931H,湖南省/衡阳市/衡南县,湖南/衡阳/衡南,Hengnan,26.73,112.67
1811,WSB6BMJ6JXGV,湖南省/衡阳市/衡山县,湖南/衡阳/衡山,Hengshan,27.23,112.87
1812,WSB641Z8MVBK,湖南省/衡阳市/衡东县,湖南/衡阳/衡东,Hengdong,27.08,112.95
1813,WKZ8R75KC3G6,湖南省/衡阳市/祁东县,湖南/衡阳/祁东,Qidong,26.78,112.12
1814,WS8NRCWGESFY,湖南省/衡阳市/耒阳市,湖南/衡阳/耒阳,Leiyang,26.42,112.85
1815,WKXYM38EEUCW,湖南省/衡阳市/常宁市,湖南/衡阳/常宁,Changning,26.42,112.38
1816,WKZ7089YZ20M,湖南省/邵阳市,湖南/邵阳/邵阳,Shaoyang,27.25,111.47
1817,WKZ6CN1JMM0C,湖南省/邵阳市/双清区,湖南/邵阳/双清,Shuangqing,27.23603574,111.4908574
1818,WKZ4ZSP7H0ES,湖南省/邵阳市/大祥区,湖南/邵阳/大祥,Daxiang,27.22463955,111.4334728
1819,WKZ7008UVZQF,湖南省/邵阳市/北塔区,湖南/邵阳/北塔,Beita,27.24969506,111.4465983
1820,WKZ7NBTYG8PM,湖南省/邵阳市/邵东县,湖南/邵阳/邵东,Shaodong,27.25,111.75
1821,WKZ72J7QT1P7,湖南省/邵阳市/新邵县,湖南/邵阳/新邵,Xinshao,27.32,111.45
1822,WKZ1S50Q6UV9,湖南省/邵阳市/邵阳县,湖南/邵阳/邵阳县,Shaoyangxian,27,111.27
1823,WKYFQ9196W2T,湖南省/邵阳市/隆回县,湖南/邵阳/隆回,Longhui,27.12,111.03
1824,WKY9UH69ETRX,湖南省/邵阳市/洞口县,湖南/邵阳/洞口,Dongkou,27.05,110.57
1825,WKWR4W8Z9P0U,湖南省/邵阳市/绥宁县,湖南/邵阳/绥宁,Suining,26.58,110.15
1826,WKWY67QTBJNG,湖南省/邵阳市/新宁县,湖南/邵阳/新宁,Xinning,26.43,110.85
1827,WKWQN2S86K61,湖南省/邵阳市/城步苗族自治县,湖南/邵阳/城步,Chengbu,26.37,110.32
1828,WKY8J6N39C4U,湖南省/邵阳市/武冈市,湖南/邵阳/武冈,Wugang,26.73,110.63
1829,WT0RN4EKXHCD,湖南省/岳阳市,湖南/岳阳,Yueyang,29.37,113.12
1830,WT0RN5QNW4KR,湖南省/岳阳市/岳阳楼区,湖南/岳阳/岳阳楼,Yueyanglou,29.37445058,113.1237374
1831,WT0X9MY4SEDS,湖南省/岳阳市/云溪区,湖南/岳阳/云溪,Yunxi,29.47539374,113.2664932
1832,WT0RE7SWF39G,湖南省/岳阳市/君山区,湖南/岳阳/君山,Junshan,29.46375272,113.0006636
1833,WT0RN4EKXHCD,湖南省/岳阳市/岳阳县,湖南/岳阳/岳阳,Yueyang,29.37,113.12
1834,WT0PCTFYRNGG,湖南省/岳阳市/华容县,湖南/岳阳/华容,Huarong,29.52,112.57
1835,WT070TH9NEKX,湖南省/岳阳市/湘阴县,湖南/岳阳/湘阴,Xiangyin,28.68,112.88
1836,WT0G2S66JU43,湖南省/岳阳市/平江县,湖南/岳阳/平江,Pingjiang,28.72,113.58
1837,WT07V4YK4VP7,湖南省/岳阳市/汨罗市,湖南/岳阳/汨罗,Miluo,28.8,113.08
1838,WT0XWNDM6WK3,湖南省/岳阳市/临湘市,湖南/岳阳/临湘,Linxiang,29.48,113.47
1839,WMPMM26US87X,湖南省/常德市,湖南/常德/常德,Changde,29.05,111.68
1840,WMPMM3CHK06D,湖南省/常德市/武陵区,湖南/常德/武陵,Wuling,29.05819593,111.6775738
1841,WMPMJ5PRMJ98,湖南省/常德市/鼎城区,湖南/常德/鼎城,Dingcheng,29.0216598,111.6752121
1842,WMPZ27XXYMQP,湖南省/常德市/安乡县,湖南/常德/安乡,Anxiang,29.42,112.17
1843,WMPS7VN4DN7R,湖南省/常德市/汉寿县,湖南/常德/汉寿,Hanshou,28.9,111.97
1844,WMR2WCVZ78R6,湖南省/常德市/澧县,湖南/常德/澧县,Lixian,29.63,111.75
1845,WMPRS9JN9TFH,湖南省/常德市/临澧县,湖南/常德/临澧,Linli,29.45,111.65
1846,WMPK2V168Q2Z,湖南省/常德市/桃源县,湖南/常德/桃源,Taoyuan,28.9,111.48
1847,WMR0Q8B7YPEM,湖南省/常德市/石门县,湖南/常德/石门,Shimen,29.58,111.38
1848,WMR89EV1XBMZ,湖南省/常德市/津市市,湖南/常德/津市,Jinshi,29.64,111.87
1849,WMNT9YCY99D6,湖南省/张家界市,湖南/张家界/张家界,Zhangjiajie,29.13,110.47
1850,WMNTEJXJNE5N,湖南省/张家界市/永定区,湖南/张家界/永定,Yongding,29.1228847,110.532357
1851,WMNWGPJ2PST9,湖南省/张家界市/武陵源区,湖南/张家界/武陵源,Wulingyuan,29.35,110.53
1852,WMPP2EEPGTMR,湖南省/张家界市/慈利县,湖南/张家界/慈利,Cili,29.42,111.12
1853,WMNR680G3J0Z,湖南省/张家界市/桑植县,湖南/张家界/桑植,Sangzhi,29.4,110.15
1854,WMPFEYKZJDQM,湖南省/益阳市,湖南/益阳/益阳,Yiyang,28.6,112.32
1855,WMPFEV7VN8Z5,湖南省/益阳市/资阳区,湖南/益阳/资阳,Ziyang,28.59415517,112.3186708
1856,WMPFTN3R4F2V,湖南省/益阳市/赫山区,湖南/益阳/赫山区,Heshanqu,28.6,112.37
1857,WMPZJSRNVUFW,湖南省/益阳市/南县,湖南/益阳/南县,Nanxian,29.38,112.4
1858,WMPDR3ER337R,湖南省/益阳市/桃江县,湖南/益阳/桃江,Taojiang,28.53,112.12
1859,WMP16Y7VMZ6Y,湖南省/益阳市/安化县,湖南/益阳/安化,Anhua,28.38,111.22
1860,WMPUJ7BX7VC9,湖南省/益阳市/沅江市,湖南/益阳/沅江,Yuanjiang,28.85,112.38
1861,WS86EV4EKUK4,湖南省/郴州市,湖南/郴州/郴州,Chenzhou,25.78,113.02
1862,WS86EW2H7GJD,湖南省/郴州市/北湖区,湖南/郴州/北湖,Beihu,25.7870314,113.0055394
1863,WS86U09ZVUSD,湖南省/郴州市/苏仙区,湖南/郴州/苏仙,Suxian,25.8,113.03
1864,WS84MHP2P7SK,湖南省/郴州市/桂阳县,湖南/郴州/桂阳,Guiyang,25.73,112.73
1865,WS826PZTTZ0M,湖南省/郴州市/宜章县,湖南/郴州/宜章,Yizhang,25.4,112.95
1866,WS8KTSUFM103,湖南省/郴州市/永兴县,湖南/郴州/永兴,Yongxing,26.13,113.1
1867,WKXCT09Q6C8G,湖南省/郴州市/嘉禾县,湖南/郴州/嘉禾,Jiahe,25.58,112.37
1868,WS2PC4H6TJD9,湖南省/郴州市/临武县,湖南/郴州/临武,Linwu,25.28,112.55
1869,WS8C6G5PXCPY,湖南省/郴州市/汝城县,湖南/郴州/汝城,Rucheng,25.55,113.68
1870,WS9H2E9R12M7,湖南省/郴州市/桂东县,湖南/郴州/桂东,Guidong,26.08,113.93
1871,WS8XCS8DY29X,湖南省/郴州市/安仁县,湖南/郴州/安仁,Anren,26.7,113.27
1872,WS8EB9E86PP2,湖南省/郴州市/资兴市,湖南/郴州/资兴,Zixing,25.98,113.23
1873,WKXQ7GRJYT07,湖南省/永州市,湖南/永州/永州,Yongzhou,26.43,111.62
1874,WKXMHN5QNGN0,湖南省/永州市/零陵区,湖南/永州/零陵,Lingling,26.22541132,111.6258548
1875,WKXQ7E2TUMP7,湖南省/永州市/冷水滩区,湖南/永州/冷水滩,Lengshuitan,26.43,111.6
1876,WKXX1NWXTZHU,湖南省/永州市/祁阳县,湖南/永州/祁阳,Qiyang,26.58,111.85
1877,WKXNHJZX5UWN,湖南省/永州市/东安县,湖南/永州/东安,Dongan,26.4,111.28
1878,WKX7SXTN1WFH,湖南省/永州市/双牌县,湖南/永州/双牌,Shuangpai,25.97,111.65
1879,WKX35PD542YQ,湖南省/永州市/道县,湖南/永州/道县,Daoxian,25.53,111.58
1880,WKRPV6H49J8C,湖南省/永州市/江永县,湖南/永州/江永,Jiangyong,25.28,111.33
1881,WKX9EH2FY1CH,湖南省/永州市/宁远县,湖南/永州/宁远,Ningyuan,25.6,111.93
1882,WKXB2DQYZQY8,湖南省/永州市/蓝山县,湖南/永州/蓝山,Lanshan,25.37,112.18
1883,WKXG3WS4GW0Y,湖南省/永州市/新田县,湖南/永州/新田,Xintian,25.92,112.22
1884,WKRR5PFH4KNQ,湖南省/永州市/江华瑶族自治县,湖南/永州/江华,Jianghua,25.18,111.58
1885,WKYHZ4GWCU8B,湖南省/怀化市,湖南/怀化/怀化,Huaihua,27.57,110
1886,WKYHZVJMT0CG,湖南省/怀化市/鹤城区,湖南/怀化/鹤城,Hecheng,27.58212549,110.0355031
1887,WKY5VS08DDJN,湖南省/怀化市/中方县,湖南/怀化/中方,Zhongfang,27.4,109.93
1888,WMN3ZYB3B2TM,湖南省/怀化市/沅陵县,湖南/怀化/沅陵,Yuanling,28.47,110.38
1889,WKYR71NXU469,湖南省/怀化市/辰溪县,湖南/怀化/辰溪,Chenxi,28,110.18
1890,WKYWU69VUC0P,湖南省/怀化市/溆浦县,湖南/怀化/溆浦,Xupu,27.92,110.58
1891,WKY0BEX9J71C,湖南省/怀化市/会同县,湖南/怀化/会同,Huitong,26.87,109.72
1892,WKYND99FT2W1,湖南省/怀化市/麻阳苗族自治县,湖南/怀化/麻阳,Mayang,27.87,109.8
1893,WKVESNX1V3U1,湖南省/怀化市/新晃侗族自治县,湖南/怀化/新晃,Xinhuang,27.37,109.17
1894,WKVUPV4EC4ZS,湖南省/怀化市/芷江侗族自治县,湖南/怀化/芷江,Zhijiang,27.45,109.68
1895,WKTZPYDX9PPS,湖南省/怀化市/靖州苗族侗族自治县,湖南/怀化/靖州,Jingzhou,26.58,109.68
1896,WKWHFH5773SF,湖南省/怀化市/通道侗族自治县,湖南/怀化/通道,Tongdao,26.17,109.78
1897,WKY4EP87RRX0,湖南省/怀化市/洪江市,湖南/怀化/洪江,Hongjiang,27.2,109.82
